date,day_of_week,is_weekend,weather,is_festival,has_promotion,dish_name,category,prepared_qty,sold_qty,wasted_qty,cost_per_unit,waste_cost
2025-02-21,Friday,False,clear,False,True,Dal Tadka,main,68.4,56.5,11.9,70,835.84
2025-02-21,Friday,False,clear,False,True,Butter Naan,bread,137.7,100.0,37.7,20,753.1
2025-02-21,Friday,False,clear,False,True,Gulab Jamun,dessert,32.6,31.6,1.0,40,41.74
2025-02-21,Friday,False,clear,False,True,Tomato Soup,starter,40.8,32.7,8.1,45,362.85
2025-02-21,Friday,False,clear,False,True,Mutton Rogan Josh,main,34.6,27.1,7.5,220,1647.0
2025-02-21,Friday,False,clear,False,True,Fresh Fruit Custard,dessert,35.7,26.2,9.5,55,523.32
2025-02-22,Saturday,True,rainy,False,False,Paneer Butter Masala,main,69.8,51.2,18.6,120,2237.25
2025-02-22,Saturday,True,rainy,False,False,Chicken Biryani,main,82.3,58.9,23.5,150,3522.5
2025-02-22,Saturday,True,rainy,False,False,Veg Salad Bowl,starter,47.3,34.9,12.4,60,743.29
2025-02-22,Saturday,True,rainy,False,False,Fish Curry,main,36.6,33.8,2.9,180,518.36
2025-02-22,Saturday,True,rainy,False,False,Dal Tadka,main,51.2,42.9,8.3,70,583.88
2025-02-22,Saturday,True,rainy,False,False,Butter Naan,bread,112.7,87.8,24.9,20,497.5
2025-02-22,Saturday,True,rainy,False,False,Gulab Jamun,dessert,40.3,32.9,7.4,40,296.32
2025-02-22,Saturday,True,rainy,False,False,Tomato Soup,starter,46.4,28.8,17.6,45,790.11
2025-02-22,Saturday,True,rainy,False,False,Mutton Rogan Josh,main,35.9,27.9,8.0,220,1757.39
2025-02-22,Saturday,True,rainy,False,False,Fresh Fruit Custard,dessert,29.8,24.1,5.7,55,312.01
2025-02-23,Sunday,True,cloudy,False,False,Paneer Butter Masala,main,55.9,47.5,8.4,120,1009.37
2025-02-23,Sunday,True,cloudy,False,False,Chicken Biryani,main,66.2,60.0,6.2,150,930.25
2025-02-23,Sunday,True,cloudy,False,False,Veg Salad Bowl,starter,51.1,41.2,9.9,60,594.35
2025-02-23,Sunday,True,cloudy,False,False,Fish Curry,main,38.0,35.4,2.6,180,467.18
2025-02-23,Sunday,True,cloudy,False,False,Dal Tadka,main,73.4,67.0,6.4,70,445.89
2025-02-23,Sunday,True,cloudy,False,False,Butter Naan,bread,134.7,116.2,18.5,20,369.55
2025-02-23,Sunday,True,cloudy,False,False,Gulab Jamun,dessert,45.4,39.4,5.9,40,236.91
2025-02-23,Sunday,True,cloudy,False,False,Tomato Soup,starter,49.5,39.5,10.0,45,450.29
2025-02-23,Sunday,True,cloudy,False,False,Mutton Rogan Josh,main,35.2,26.5,8.6,220,1895.5
2025-02-23,Sunday,True,cloudy,False,False,Fresh Fruit Custard,dessert,39.5,33.3,6.2,55,339.02
2025-02-24,Monday,False,clear,False,False,Paneer Butter Masala,main,49.4,49.4,0.0,120,0.0
2025-02-24,Monday,False,clear,False,False,Chicken Biryani,main,56.1,48.9,7.2,150,1076.18
2025-02-24,Monday,False,clear,False,False,Veg Salad Bowl,starter,26.2,26.2,0.0,60,0.0
2025-02-24,Monday,False,clear,False,False,Fish Curry,main,25.5,23.5,2.0,180,361.45
2025-02-24,Monday,False,clear,False,False,Dal Tadka,main,44.4,44.4,0.0,70,0.0
2025-02-24,Monday,False,clear,False,False,Butter Naan,bread,73.5,73.5,0.0,20,0.0
2025-02-24,Monday,False,clear,False,False,Gulab Jamun,dessert,38.1,31.3,6.8,40,273.0
2025-02-24,Monday,False,clear,False,False,Tomato Soup,starter,32.5,29.0,3.5,45,155.47
2025-02-24,Monday,False,clear,False,False,Mutton Rogan Josh,main,19.1,18.8,0.3,220,60.79
2025-02-24,Monday,False,clear,False,False,Fresh Fruit Custard,dessert,20.1,20.1,0.0,55,0.0
2025-02-25,Tuesday,False,clear,True,True,Paneer Butter Masala,main,81.1,58.4,22.7,120,2720.67
2025-02-25,Tuesday,False,clear,True,True,Chicken Biryani,main,193.7,127.5,66.2,150,9936.12
2025-02-25,Tuesday,False,clear,True,True,Veg Salad Bowl,starter,111.3,69.3,42.0,60,2519.98
2025-02-25,Tuesday,False,clear,True,True,Fish Curry,main,78.7,54.7,24.0,180,4315.02
2025-02-25,Tuesday,False,clear,True,True,Dal Tadka,main,153.9,95.7,58.2,70,4075.33
2025-02-25,Tuesday,False,clear,True,True,Butter Naan,bread,234.9,148.9,86.0,20,1720.4
2025-02-25,Tuesday,False,clear,True,True,Gulab Jamun,dessert,109.3,74.8,34.6,40,1383.69
2025-02-25,Tuesday,False,clear,True,True,Tomato Soup,starter,67.8,48.5,19.3,45,869.23
2025-02-25,Tuesday,False,clear,True,True,Mutton Rogan Josh,main,63.5,40.4,23.0,220,5068.3
2025-02-25,Tuesday,False,clear,True,True,Fresh Fruit Custard,dessert,62.2,39.8,22.4,55,1233.58
2025-02-26,Wednesday,False,clear,False,False,Paneer Butter Masala,main,54.1,47.4,6.7,120,801.32
2025-02-26,Wednesday,False,clear,False,False,Chicken Biryani,main,56.3,48.4,7.9,150,1183.56
2025-02-26,Wednesday,False,clear,False,False,Veg Salad Bowl,starter,32.1,28.1,4.0,60,241.31
2025-02-26,Wednesday,False,clear,False,False,Fish Curry,main,25.6,25.2,0.4,180,69.77
2025-02-26,Wednesday,False,clear,False,False,Dal Tadka,main,35.4,35.2,0.2,70,14.8
2025-02-26,Wednesday,False,clear,False,False,Butter Naan,bread,70.8,65.0,5.7,20,114.66
2025-02-26,Wednesday,False,clear,False,False,Gulab Jamun,dessert,41.4,41.4,0.0,40,0.0
2025-02-26,Wednesday,False,clear,False,False,Tomato Soup,starter,29.0,29.0,0.0,45,0.0
2025-02-26,Wednesday,False,clear,False,False,Mutton Rogan Josh,main,20.2,18.5,1.7,220,381.67
2025-02-26,Wednesday,False,clear,False,False,Fresh Fruit Custard,dessert,26.4,21.9,4.5,55,249.94
2025-02-27,Thursday,False,clear,False,False,Paneer Butter Masala,main,44.6,40.5,4.1,120,489.93
2025-02-27,Thursday,False,clear,False,False,Chicken Biryani,main,53.1,52.0,1.1,150,163.46
2025-02-27,Thursday,False,clear,False,False,Veg Salad Bowl,starter,29.6,29.6,0.0,60,0.0
2025-02-27,Thursday,False,clear,False,False,Fish Curry,main,29.8,27.0,2.8,180,508.2
2025-02-27,Thursday,False,clear,False,False,Dal Tadka,main,55.2,48.2,7.0,70,490.69
2025-02-27,Thursday,False,clear,False,False,Butter Naan,bread,93.9,93.9,0.0,20,0.0
2025-02-27,Thursday,False,clear,False,False,Gulab Jamun,dessert,36.6,36.6,0.0,40,0.0
2025-02-27,Thursday,False,clear,False,False,Tomato Soup,starter,28.1,28.1,0.0,45,0.0
2025-02-27,Thursday,False,clear,False,False,Mutton Rogan Josh,main,25.3,23.9,1.4,220,315.16
2025-02-27,Thursday,False,clear,False,False,Fresh Fruit Custard,dessert,24.9,21.4,3.5,55,189.97
2025-02-28,Friday,False,rainy,False,False,Paneer Butter Masala,main,44.4,37.2,7.1,120,852.51
2025-02-28,Friday,False,rainy,False,False,Chicken Biryani,main,50.6,48.2,2.4,150,363.47
2025-02-28,Friday,False,rainy,False,False,Veg Salad Bowl,starter,35.6,25.4,10.1,60,607.45
2025-02-28,Friday,False,rainy,False,False,Fish Curry,main,28.4,23.4,5.1,180,909.14
2025-02-28,Friday,False,rainy,False,False,Dal Tadka,main,41.1,36.2,4.8,70,337.52
2025-02-28,Friday,False,rainy,False,False,Butter Naan,bread,59.9,50.6,9.3,20,186.21
2025-02-28,Friday,False,rainy,False,False,Gulab Jamun,dessert,33.8,32.8,1.0,40,40.98
2025-02-28,Friday,False,rainy,False,False,Tomato Soup,starter,23.8,21.9,1.8,45,83.17
2025-02-28,Friday,False,rainy,False,False,Mutton Rogan Josh,main,17.8,15.0,2.8,220,611.91
2025-02-28,Friday,False,rainy,False,False,Fresh Fruit Custard,dessert,17.8,14.0,3.8,55,207.82
2025-03-01,Saturday,True,cloudy,False,False,Paneer Butter Masala,main,41.4,37.9,3.4,120,412.05
2025-03-01,Saturday,True,cloudy,False,False,Chicken Biryani,main,85.2,85.2,0.0,150,0.0
2025-03-01,Saturday,True,cloudy,False,False,Veg Salad Bowl,starter,42.4,38.8,3.5,60,212.49
2025-03-01,Saturday,True,cloudy,False,False,Fish Curry,main,42.0,37.0,5.0,180,900.57
2025-03-01,Saturday,True,cloudy,False,False,Dal Tadka,main,77.9,63.7,14.2,70,993.95
2025-03-01,Saturday,True,cloudy,False,False,Butter Naan,bread,150.4,131.8,18.6,20,372.11
2025-03-01,Saturday,True,cloudy,False,False,Gulab Jamun,dessert,51.3,49.4,2.0,40,78.64
2025-03-01,Saturday,True,cloudy,False,False,Tomato Soup,starter,48.5,43.2,5.3,45,237.74
2025-03-01,Saturday,True,cloudy,False,False,Mutton Rogan Josh,main,29.7,25.2,4.5,220,985.62
2025-03-01,Saturday,True,cloudy,False,False,Fresh Fruit Custard,dessert,29.7,24.1,5.6,55,308.09
2025-03-02,Sunday,True,cloudy,False,False,Paneer Butter Masala,main,51.3,43.7,7.6,120,908.67
2025-03-02,Sunday,True,cloudy,False,False,Chicken Biryani,main,80.9,80.9,0.0,150,0.0
2025-03-02,Sunday,True,cloudy,False,False,Veg Salad Bowl,starter,45.5,35.3,10.2,60,612.75
2025-03-02,Sunday,True,cloudy,False,False,Fish Curry,main,43.2,34.8,8.3,180,1502.43
2025-03-02,Sunday,True,cloudy,False,False,Dal Tadka,main,90.2,74.3,15.9,70,1112.35
2025-03-02,Sunday,True,cloudy,False,False,Butter Naan,bread,164.5,116.5,48.0,20,959.14
2025-03-02,Sunday,True,cloudy,False,False,Gulab Jamun,dessert,50.9,46.0,4.8,40,192.77
2025-03-02,Sunday,True,cloudy,False,False,Tomato Soup,starter,49.2,39.7,9.4,45,423.77
2025-03-02,Sunday,True,cloudy,False,False,Mutton Rogan Josh,main,27.4,25.3,2.1,220,459.31
2025-03-02,Sunday,True,cloudy,False,False,Fresh Fruit Custard,dessert,47.1,37.9,9.2,55,504.12
2025-03-03,Monday,False,rainy,False,False,Paneer Butter Masala,main,39.0,33.6,5.4,120,648.38
2025-03-03,Monday,False,rainy,False,False,Chicken Biryani,main,52.6,49.9,2.7,150,400.95
2025-03-03,Monday,False,rainy,False,False,Veg Salad Bowl,starter,36.9,26.6,10.4,60,621.01
2025-03-03,Monday,False,rainy,False,False,Fish Curry,main,26.1,22.4,3.7,180,661.92
2025-03-03,Monday,False,rainy,False,False,Dal Tadka,main,40.6,35.9,4.7,70,330.9
2025-03-03,Monday,False,rainy,False,False,Butter Naan,bread,74.2,65.9,8.2,20,164.74
2025-03-03,Monday,False,rainy,False,False,Gulab Jamun,dessert,33.6,33.0,0.5,40,21.64
2025-03-03,Monday,False,rainy,False,False,Tomato Soup,starter,30.4,26.3,4.2,45,187.55
2025-03-03,Monday,False,rainy,False,False,Mutton Rogan Josh,main,19.1,17.8,1.3,220,287.76
2025-03-03,Monday,False,rainy,False,False,Fresh Fruit Custard,dessert,28.8,21.7,7.2,55,394.21
2025-03-04,Tuesday,False,rainy,False,False,Paneer Butter Masala,main,45.7,37.4,8.4,120,1002.07
2025-03-04,Tuesday,False,rainy,False,False,Chicken Biryani,main,44.3,37.7,6.5,150,977.86
2025-03-04,Tuesday,False,rainy,False,False,Veg Salad Bowl,starter,33.5,26.6,6.9,60,412.97
2025-03-04,Tuesday,False,rainy,False,False,Fish Curry,main,26.6,21.7,4.9,180,890.49
2025-03-04,Tuesday,False,rainy,False,False,Dal Tadka,main,57.8,45.0,12.8,70,897.26
2025-03-04,Tuesday,False,rainy,False,False,Butter Naan,bread,50.4,44.6,5.8,20,116.46
2025-03-04,Tuesday,False,rainy,False,False,Gulab Jamun,dessert,29.6,29.2,0.4,40,17.03
2025-03-04,Tuesday,False,rainy,False,False,Tomato Soup,starter,31.6,24.1,7.6,45,340.51
2025-03-04,Tuesday,False,rainy,False,False,Mutton Rogan Josh,main,17.9,14.8,3.1,220,688.71
2025-03-04,Tuesday,False,rainy,False,False,Fresh Fruit Custard,dessert,19.1,16.6,2.4,55,132.71
2025-03-05,Wednesday,False,cloudy,False,True,Paneer Butter Masala,main,55.4,52.8,2.6,120,317.42
2025-03-05,Wednesday,False,cloudy,False,True,Chicken Biryani,main,108.0,84.1,23.9,150,3584.02
2025-03-05,Wednesday,False,cloudy,False,True,Veg Salad Bowl,starter,48.2,36.7,11.5,60,688.35
2025-03-05,Wednesday,False,cloudy,False,True,Fish Curry,main,35.5,26.0,9.6,180,1720.98
2025-03-05,Wednesday,False,cloudy,False,True,Dal Tadka,main,64.9,54.1,10.8,70,757.2
2025-03-05,Wednesday,False,cloudy,False,True,Butter Naan,bread,108.6,94.1,14.5,20,289.44
2025-03-05,Wednesday,False,cloudy,False,True,Gulab Jamun,dessert,59.5,47.4,12.1,40,483.79
2025-03-05,Wednesday,False,cloudy,False,True,Tomato Soup,starter,46.9,37.7,9.2,45,414.57
2025-03-05,Wednesday,False,cloudy,False,True,Mutton Rogan Josh,main,31.5,26.5,5.0,220,1102.26
2025-03-05,Wednesday,False,cloudy,False,True,Fresh Fruit Custard,dessert,38.4,34.9,3.6,55,195.46
2025-03-06,Thursday,False,hot,False,False,Paneer Butter Masala,main,43.8,35.9,7.9,120,946.22
2025-03-06,Thursday,False,hot,False,False,Chicken Biryani,main,68.0,61.6,6.4,150,966.35
2025-03-06,Thursday,False,hot,False,False,Veg Salad Bowl,starter,31.2,30.1,1.1,60,66.22
2025-03-06,Thursday,False,hot,False,False,Fish Curry,main,26.4,24.4,2.0,180,363.26
2025-03-06,Thursday,False,hot,False,False,Dal Tadka,main,54.4,52.6,1.8,70,128.03
2025-03-06,Thursday,False,hot,False,False,Butter Naan,bread,76.7,71.3,5.5,20,109.17
2025-03-06,Thursday,False,hot,False,False,Gulab Jamun,dessert,42.1,38.9,3.3,40,130.51
2025-03-06,Thursday,False,hot,False,False,Tomato Soup,starter,31.2,30.5,0.7,45,30.68
2025-03-06,Thursday,False,hot,False,False,Mutton Rogan Josh,main,17.8,17.8,0.0,220,0.0
2025-03-06,Thursday,False,hot,False,False,Fresh Fruit Custard,dessert,19.1,17.7,1.4,55,77.89
2025-03-07,Friday,False,cloudy,False,False,Paneer Butter Masala,main,25.8,25.8,0.0,120,0.0
2025-03-07,Friday,False,cloudy,False,False,Chicken Biryani,main,62.4,62.4,0.0,150,0.0
2025-03-07,Friday,False,cloudy,False,False,Veg Salad Bowl,starter,31.3,31.3,0.0,60,0.0
2025-03-07,Friday,False,cloudy,False,False,Fish Curry,main,30.4,29.3,1.1,180,200.0
2025-03-07,Friday,False,cloudy,False,False,Dal Tadka,main,56.3,46.6,9.8,70,683.82
2025-03-07,Friday,False,cloudy,False,False,Butter Naan,bread,94.6,94.6,0.0,20,0.0
2025-03-07,Friday,False,cloudy,False,False,Gulab Jamun,dessert,32.6,32.5,0.1,40,4.13
2025-03-07,Friday,False,cloudy,False,False,Tomato Soup,starter,30.8,29.7,1.1,45,48.41
2025-03-07,Friday,False,cloudy,False,False,Mutton Rogan Josh,main,21.9,19.1,2.9,220,632.45
2025-03-07,Friday,False,cloudy,False,False,Fresh Fruit Custard,dessert,27.2,21.7,5.5,55,304.33
2025-03-08,Saturday,True,cloudy,False,False,Paneer Butter Masala,main,71.9,56.3,15.6,120,1867.12
2025-03-08,Saturday,True,cloudy,False,False,Chicken Biryani,main,74.2,67.8,6.4,150,963.48
2025-03-08,Saturday,True,cloudy,False,False,Veg Salad Bowl,starter,55.6,42.7,12.8,60,769.98
2025-03-08,Saturday,True,cloudy,False,False,Fish Curry,main,36.5,33.9,2.6,180,467.02
2025-03-08,Saturday,True,cloudy,False,False,Dal Tadka,main,52.7,50.8,1.9,70,129.6
2025-03-08,Saturday,True,cloudy,False,False,Butter Naan,bread,99.6,85.1,14.5,20,289.58
2025-03-08,Saturday,True,cloudy,False,False,Gulab Jamun,dessert,63.2,53.6,9.6,40,383.41
2025-03-08,Saturday,True,cloudy,False,False,Tomato Soup,starter,32.4,27.5,4.9,45,219.12
2025-03-08,Saturday,True,cloudy,False,False,Mutton Rogan Josh,main,36.5,26.5,10.0,220,2200.65
2025-03-08,Saturday,True,cloudy,False,False,Fresh Fruit Custard,dessert,28.7,24.5,4.2,55,232.08
2025-03-09,Sunday,True,clear,False,False,Paneer Butter Masala,main,68.9,57.7,11.3,120,1354.98
2025-03-09,Sunday,True,clear,False,False,Chicken Biryani,main,96.3,77.2,19.2,150,2872.56
2025-03-09,Sunday,True,clear,False,False,Veg Salad Bowl,starter,47.2,36.6,10.6,60,635.47
2025-03-09,Sunday,True,clear,False,False,Fish Curry,main,34.7,28.2,6.5,180,1174.77
2025-03-09,Sunday,True,clear,False,False,Dal Tadka,main,69.0,62.1,7.0,70,487.86
2025-03-09,Sunday,True,clear,False,False,Butter Naan,bread,118.7,107.7,11.0,20,220.21
2025-03-09,Sunday,True,clear,False,False,Gulab Jamun,dessert,47.2,41.2,6.0,40,241.47
2025-03-09,Sunday,True,clear,False,False,Tomato Soup,starter,40.2,32.8,7.4,45,333.29
2025-03-09,Sunday,True,clear,False,False,Mutton Rogan Josh,main,29.0,23.3,5.8,220,1265.77
2025-03-09,Sunday,True,clear,False,False,Fresh Fruit Custard,dessert,29.4,25.5,4.0,55,217.55
2025-03-10,Monday,False,clear,False,False,Paneer Butter Masala,main,42.3,41.6,0.7,120,87.17
2025-03-10,Monday,False,clear,False,False,Chicken Biryani,main,58.3,58.3,0.0,150,0.0
2025-03-10,Monday,False,clear,False,False,Veg Salad Bowl,starter,36.5,29.8,6.7,60,400.38
2025-03-10,Monday,False,clear,False,False,Fish Curry,main,26.8,25.4,1.4,180,254.65
2025-03-10,Monday,False,clear,False,False,Dal Tadka,main,52.4,48.0,4.5,70,312.49
2025-03-10,Monday,False,clear,False,False,Butter Naan,bread,60.8,60.8,0.0,20,0.0
2025-03-10,Monday,False,clear,False,False,Gulab Jamun,dessert,35.9,35.9,0.0,40,0.0
2025-03-10,Monday,False,clear,False,False,Tomato Soup,starter,33.0,32.4,0.6,45,27.2
2025-03-10,Monday,False,clear,False,False,Mutton Rogan Josh,main,15.4,15.4,0.0,220,0.0
2025-03-10,Monday,False,clear,False,False,Fresh Fruit Custard,dessert,15.3,14.7,0.6,55,32.55
2025-03-11,Tuesday,False,hot,False,False,Paneer Butter Masala,main,51.2,45.2,6.1,120,727.76
2025-03-11,Tuesday,False,hot,False,False,Chicken Biryani,main,53.9,53.9,0.0,150,0.0
2025-03-11,Tuesday,False,hot,False,False,Veg Salad Bowl,starter,35.5,32.2,3.3,60,196.95
2025-03-11,Tuesday,False,hot,False,False,Fish Curry,main,29.4,25.9,3.4,180,618.13
2025-03-11,Tuesday,False,hot,False,False,Dal Tadka,main,45.8,38.7,7.1,70,498.35
2025-03-11,Tuesday,False,hot,False,False,Butter Naan,bread,75.8,70.8,5.0,20,99.87
2025-03-11,Tuesday,False,hot,False,False,Gulab Jamun,dessert,27.9,27.9,0.0,40,0.0
2025-03-11,Tuesday,False,hot,False,False,Tomato Soup,starter,33.9,33.1,0.8,45,34.53
2025-03-11,Tuesday,False,hot,False,False,Mutton Rogan Josh,main,23.1,22.0,1.1,220,239.87
2025-03-11,Tuesday,False,hot,False,False,Fresh Fruit Custard,dessert,25.5,21.7,3.8,55,209.86
2025-03-12,Wednesday,False,hot,False,False,Paneer Butter Masala,main,39.1,36.1,2.9,120,349.76
2025-03-12,Wednesday,False,hot,False,False,Chicken Biryani,main,57.6,57.6,0.0,150,0.0
2025-03-12,Wednesday,False,hot,False,False,Veg Salad Bowl,starter,27.6,27.4,0.2,60,9.7
2025-03-12,Wednesday,False,hot,False,False,Fish Curry,main,23.9,23.9,0.0,180,0.0
2025-03-12,Wednesday,False,hot,False,False,Dal Tadka,main,41.6,41.6,0.0,70,0.0
2025-03-12,Wednesday,False,hot,False,False,Butter Naan,bread,94.0,87.4,6.6,20,131.77
2025-03-12,Wednesday,False,hot,False,False,Gulab Jamun,dessert,34.4,34.4,0.0,40,0.0
2025-03-12,Wednesday,False,hot,False,False,Tomato Soup,starter,28.5,28.5,0.0,45,0.0
2025-03-12,Wednesday,False,hot,False,False,Mutton Rogan Josh,main,17.2,17.2,0.0,220,0.0
2025-03-12,Wednesday,False,hot,False,False,Fresh Fruit Custard,dessert,20.3,20.3,0.0,55,0.0
2025-03-13,Thursday,False,clear,False,False,Paneer Butter Masala,main,33.6,32.4,1.2,120,144.09
2025-03-13,Thursday,False,clear,False,False,Chicken Biryani,main,56.4,53.5,2.8,150,425.74
2025-03-13,Thursday,False,clear,False,False,Veg Salad Bowl,starter,30.0,30.0,0.0,60,0.0
2025-03-13,Thursday,False,clear,False,False,Fish Curry,main,22.3,21.2,1.1,180,200.35
2025-03-13,Thursday,False,clear,False,False,Dal Tadka,main,50.6,50.6,0.0,70,0.0
2025-03-13,Thursday,False,clear,False,False,Butter Naan,bread,92.2,83.3,8.8,20,176.84
2025-03-13,Thursday,False,clear,False,False,Gulab Jamun,dessert,36.9,34.4,2.6,40,103.53
2025-03-13,Thursday,False,clear,False,False,Tomato Soup,starter,26.5,25.6,0.9,45,40.4
2025-03-13,Thursday,False,clear,False,False,Mutton Rogan Josh,main,16.1,16.1,0.0,220,0.0
2025-03-13,Thursday,False,clear,False,False,Fresh Fruit Custard,dessert,24.5,24.5,0.0,55,0.0
2025-03-14,Friday,False,clear,False,False,Paneer Butter Masala,main,33.9,33.2,0.7,120,82.17
2025-03-14,Friday,False,clear,False,False,Chicken Biryani,main,53.0,50.2,2.8,150,421.5
2025-03-14,Friday,False,clear,False,False,Veg Salad Bowl,starter,34.2,31.6,2.6,60,155.77
2025-03-14,Friday,False,clear,False,False,Fish Curry,main,30.4,25.7,4.7,180,844.91
2025-03-14,Friday,False,clear,False,False,Dal Tadka,main,39.8,39.2,0.6,70,42.62
2025-03-14,Friday,False,clear,False,False,Butter Naan,bread,101.1,90.9,10.2,20,203.88
2025-03-14,Friday,False,clear,False,False,Gulab Jamun,dessert,29.2,29.0,0.1,40,4.95
2025-03-14,Friday,False,clear,False,False,Tomato Soup,starter,35.4,32.6,2.8,45,128.18
2025-03-14,Friday,False,clear,False,False,Mutton Rogan Josh,main,20.7,20.5,0.2,220,54.32
2025-03-14,Friday,False,clear,False,False,Fresh Fruit Custard,dessert,22.8,21.0,1.8,55,97.47
2025-03-15,Saturday,True,clear,False,False,Paneer Butter Masala,main,61.1,54.5,6.6,120,789.64
2025-03-15,Saturday,True,clear,False,False,Chicken Biryani,main,114.5,79.0,35.5,150,5319.34
2025-03-15,Saturday,True,clear,False,False,Veg Salad Bowl,starter,39.4,31.9,7.5,60,451.64
2025-03-15,Saturday,True,clear,False,False,Fish Curry,main,38.5,30.7,7.8,180,1410.19
2025-03-15,Saturday,True,clear,False,False,Dal Tadka,main,75.8,61.1,14.7,70,1031.9
2025-03-15,Saturday,True,clear,False,False,Butter Naan,bread,145.2,123.2,21.9,20,438.36
2025-03-15,Saturday,True,clear,False,False,Gulab Jamun,dessert,53.7,53.7,0.0,40,0.0
2025-03-15,Saturday,True,clear,False,False,Tomato Soup,starter,55.4,45.0,10.4,45,467.63
2025-03-15,Saturday,True,clear,False,False,Mutton Rogan Josh,main,32.5,30.5,2.0,220,434.99
2025-03-15,Saturday,True,clear,False,False,Fresh Fruit Custard,dessert,32.7,26.7,6.0,55,329.61
2025-03-16,Sunday,True,clear,False,False,Paneer Butter Masala,main,62.1,61.0,1.1,120,129.31
2025-03-16,Sunday,True,clear,False,False,Chicken Biryani,main,97.5,82.9,14.6,150,2186.51
2025-03-16,Sunday,True,clear,False,False,Veg Salad Bowl,starter,42.0,39.5,2.5,60,149.78
2025-03-16,Sunday,True,clear,False,False,Fish Curry,main,35.8,35.8,0.0,180,0.0
2025-03-16,Sunday,True,clear,False,False,Dal Tadka,main,67.5,65.5,2.0,70,139.05
2025-03-16,Sunday,True,clear,False,False,Butter Naan,bread,124.9,108.7,16.2,20,323.78
2025-03-16,Sunday,True,clear,False,False,Gulab Jamun,dessert,62.7,53.9,8.8,40,351.6
2025-03-16,Sunday,True,clear,False,False,Tomato Soup,starter,39.7,34.7,5.1,45,228.55
2025-03-16,Sunday,True,clear,False,False,Mutton Rogan Josh,main,38.3,31.1,7.2,220,1579.17
2025-03-16,Sunday,True,clear,False,False,Fresh Fruit Custard,dessert,33.6,28.3,5.3,55,291.5
2025-03-17,Monday,False,clear,False,False,Paneer Butter Masala,main,34.6,31.6,3.1,120,368.22
2025-03-17,Monday,False,clear,False,False,Chicken Biryani,main,68.2,55.8,12.3,150,1849.13
2025-03-17,Monday,False,clear,False,False,Veg Salad Bowl,starter,27.2,26.0,1.2,60,72.39
2025-03-17,Monday,False,clear,False,False,Fish Curry,main,35.0,30.4,4.6,180,821.08
2025-03-17,Monday,False,clear,False,False,Dal Tadka,main,42.8,41.2,1.6,70,110.5
2025-03-17,Monday,False,clear,False,False,Butter Naan,bread,82.6,80.0,2.6,20,52.46
2025-03-17,Monday,False,clear,False,False,Gulab Jamun,dessert,32.8,32.1,0.7,40,29.04
2025-03-17,Monday,False,clear,False,False,Tomato Soup,starter,23.9,22.6,1.3,45,57.33
2025-03-17,Monday,False,clear,False,False,Mutton Rogan Josh,main,21.3,21.1,0.2,220,52.22
2025-03-17,Monday,False,clear,False,False,Fresh Fruit Custard,dessert,20.3,17.7,2.6,55,140.3
2025-03-18,Tuesday,False,cloudy,False,False,Paneer Butter Masala,main,38.7,38.7,0.0,120,0.0
2025-03-18,Tuesday,False,cloudy,False,False,Chicken Biryani,main,48.2,48.2,0.0,150,0.0
2025-03-18,Tuesday,False,cloudy,False,False,Veg Salad Bowl,starter,34.5,34.4,0.0,60,2.12
2025-03-18,Tuesday,False,cloudy,False,False,Fish Curry,main,27.0,26.9,0.1,180,23.17
2025-03-18,Tuesday,False,cloudy,False,False,Dal Tadka,main,46.7,46.3,0.4,70,27.45
2025-03-18,Tuesday,False,cloudy,False,False,Butter Naan,bread,88.4,88.4,0.0,20,0.0
2025-03-18,Tuesday,False,cloudy,False,False,Gulab Jamun,dessert,28.4,28.4,0.0,40,0.0
2025-03-18,Tuesday,False,cloudy,False,False,Tomato Soup,starter,26.2,26.2,0.0,45,0.0
2025-03-18,Tuesday,False,cloudy,False,False,Mutton Rogan Josh,main,21.0,21.0,0.0,220,0.0
2025-03-18,Tuesday,False,cloudy,False,False,Fresh Fruit Custard,dessert,28.3,28.3,0.0,55,0.0
2025-03-19,Wednesday,False,clear,False,False,Paneer Butter Masala,main,39.4,37.6,1.8,120,210.93
2025-03-19,Wednesday,False,clear,False,False,Chicken Biryani,main,41.4,39.7,1.8,150,264.2
2025-03-19,Wednesday,False,clear,False,False,Veg Salad Bowl,starter,37.5,36.9,0.6,60,36.99
2025-03-19,Wednesday,False,clear,False,False,Fish Curry,main,29.3,25.8,3.5,180,631.51
2025-03-19,Wednesday,False,clear,False,False,Dal Tadka,main,44.1,44.1,0.0,70,0.0
2025-03-19,Wednesday,False,clear,False,False,Butter Naan,bread,61.7,58.2,3.6,20,71.87
2025-03-19,Wednesday,False,clear,False,False,Gulab Jamun,dessert,34.5,34.5,0.0,40,0.0
2025-03-19,Wednesday,False,clear,False,False,Tomato Soup,starter,28.4,28.4,0.0,45,0.0
2025-03-19,Wednesday,False,clear,False,False,Mutton Rogan Josh,main,20.2,18.7,1.5,220,329.51
2025-03-19,Wednesday,False,clear,False,False,Fresh Fruit Custard,dessert,21.2,18.5,2.7,55,151.14
2025-03-20,Thursday,False,clear,False,True,Paneer Butter Masala,main,82.9,61.5,21.3,120,2557.87
2025-03-20,Thursday,False,clear,False,True,Chicken Biryani,main,78.8,69.6,9.2,150,1385.83
